,Unnamed: 0,artist,genre,title,lyrics,word_num
7042,7042,Ne-Yo,pop,Story Time,"Aiight boys and girls, gather 'round Story time Check this out  I said, ""I wish you'd just give it a try You've never done it, how you know what you don't like?"" She said, ""Am I not enough for you, is that why?"" I said, ""No, I just think it would be sexy and kinda fly"" She said, ""Well I don't"" I said, ""Well if I let you pick the girl, would that make a difference?"" She said, ""That don't matter cause I just don't think I'm cool with a threesome""  What? Come on. Man you trippin'  I said, ""You actin' funny and I don't even know why (I don't know why) Cause you can't tell me that you don't like girls, don't lie (girl don't lie)"" She said, ""I can appreciate a pretty face, a nice backside (Oh word) But just cause I might find a girl sexy, that does not make me bi"" I said, ""Yes it does"" (yup) She said, ""nigga you just wish I was"" I said, ""Why you frontin'? Just embrace who you really are And you just might enjoy, a threesome""  You never know. Got to open up your mind. You only live once, know what I'm talkin' 'bout? Nah but for real though, you never thought about it? Never? Aiight  She said, ""What if I said I want to bring in another guy?"" What!? I just gave her a look like ""you done lost your damn mind"" (you done lost your damn mind) She said, ""Oh, okay so another girl is fine But when I mention another dude you're lookin' like you wanna punch me in the eye"" I said, ""Don't tempt me"" (oooooh) She said, ""You know that ain't fair"" I said, ""I'm just playin' But for real don't no dudes allowed Only you, me and she in this threesome"" (oooooooh) She said, ""Hold up, when did I agree to this threesome"" (oooooooh) I said, ""Just now, and you can't take it back, let's have a threesome"" (oooooooh) She said, ""Well I did think about my girl Stephanie before in a threesome"" (oooooooh) I said, ""I got her number, I'll call her right now for this threesome""  She said, ""Wait a minute. You got Stephanie's number? Nigga when'd you get Stephanie's number?"" I said, ""Uhhh...."" Hahaha The end (yo)",387
7043,7043,Ne-Yo,pop,Lie to Me,"Lie to me, lie to me, lie to me, lie to me Lie to me, lie to me, lie to me, lie  I just wanna be numb I don't wanna feel a thing I don't want reality Actually, reality stings How about we just pretend That your cellphone didn't even ring And that I wasn't on the other side of the door Listening to everything, tell me another lie  I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie  Lie to me, lie to me, lie to me, lie to me Lie to me, lie to me, lie to me, lie  Please make me believe (make me believe) That there's nobody for you BUT me (for you BUT me) When I ask who were you talking to Tell me it was Kimberly Tell me that last night you didn't leave After you thought I was asleep Crept back in that 6:45 Tell me it was just a dream  Baby I need desperately, desperately To believe you Cause I won't be held responsible For what what, what I might do Baby I need desperately, desperately To believe you Cause I won't be held, responsible For what what, what I might to do me another lie (Oh)  I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie  Tell me another lie Tell me another lie Tell me another lie Tell me another lie  I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie I don't wanna know what I know to be true What I need you to do, tell me another lie",451
7044,7044,Ne-Yo,pop,U Deserve,"It's an honest conversation, yeah (woo)  She said, ""I want a love, that'll love me when my hair ain't did And when the make up comes off,"" yeah She said, ""I want a love, that'll love me when the game is on And his team just lost,"" yeah She said, ""I want a love that'll love me even when I ain't there And I forget when he in club"" I told her, ""You deserve a love two hundred million times Better than your pretty heart ever dreamed of""  Love Self-control, honorable Responsible, I'm with you so You deserve, you deserve Baby, that's what you deserve (oh, that's) Honesty, integrity (what you deserve) Loyalty, you mean to me You deserve, you deserve  Baby, that's what you deserve (you deserve) That's what you deserve (you deserve, you deserve) That's what you deserve (you deserve, you deserve) Baby, that's what you deserve (oh, that's, you deserve) That's what you deserve (what you, you deserve) That's what you deserve, woah (deserve, you deserve)  She said, ""I want a love, that'll I know gon' tell me the truth Even when it ain't pretty,"" uh She said, ""I want a love, that'll want a real love Willing to work to make this thing work with me,"" woo Someone she can trust She don't wanna know where his phone is She wanna know where her home is Lay around with around with his shirt on And tryna figure out what the cologne is She wants a love that can move Heaven and Earth And that's just what she's worth Baby, that's what you deserve  Love Self-control, honorable Responsible, I'm with you so (oh) You deserve, you deserve Baby, that's what you deserve (oh, that's) Honesty, integrity (oh, oh, what you deserve) Loyalty, you mean to me You deserve, you deserve  Baby, that's what you deserve (you deserve) That's what you deserve (you deserve, you deserve) That's what you deserve (you deserve, you deserve) Baby, that's what you deserve (oh, that's, you deserve) That's what you deserve (what you, you deserve) That's what you deserve, woah (deserve, you deserve)",351
7045,7045,Ne-Yo,pop,Run/An Island,"Breathing Chronic in my system Watching your body hypnotize me from your rhythm Put that thing up in my kitchen See your body type's to carry on tradition You and jeans open doors, key, keys to a Porsche  Shawty get a buzz Shawty get a buzz from ending relationships Shawty sexing flesh, hips, thighs and her breasts made to get ya She bad enough to make you write her number on the back of your girlfriend's picture  She got a walk like she stalking prey Them killer curves and that pretty face And she gon' make you do what she say Licking them lips, swinging them hips as she walk your way  You better run, run for your life You better run, run for your life  Shawty get a thrill Shawty get a thrill from making a nigga beg Set 'em up, turn 'em out, knock 'em down, it's just that simple Shawty make love like a drug or a shotgun straight to the temple  She got a walk like she stalking prey Them killer curves and that pretty face And she gon' make you do just what she says Licking them lips, swinging them hips as she come your way  You better run, run for your life Oh oh you better run, run for your life oooh  Hips movin', yo ass pokin', young neck breaker Dress stretching, eyes sparkling, you a breath taker Heart stopper, need a chart topper Groovy Q meets Big Pimpin' St. Laurent for your Spring clothes Red bottoms, you need those All the things I do for you, oh Got a private jet for two, oh Yeah, we taking off or we can land in Rome Pull away without the roof All these things I do for you How these bras come out the blue God built you like a temple How your body drive me schizo  You better run, run for your life You better run, run for your life oh oh  Drowning in a sea of groupies, buckets and scallywags. Clinging to sanity by a thread, suffocating When suddenly he spots her Sexy and classy attire, very little makeup Weave on point, buying her own damn drinks And as the thot waves keep crashing And attempt to bring my man down, behold sweet salvation An island, Integrity Jones",385
7046,7046,Ne-Yo,pop,Leaving Tonight,"I believe that love and trust are one in the same I don't think you can truly love somebody unless you trust them That blind trust, that beyond a shadow of a doubt No matter what this person saying, that person You believe your man Now you say you love me But every time one of your little friends come at you with something We gotta do this Mama, I'm trying; I'm trying to show you that I'm for real Tell me what I gotta do to show you that I'm for you (Just shut up and listen)  Two hundred and sixteen That's how many times that I went Back and forth about it in my mind Could she, could she really be Who he's telling me that she is There's something about it That don't feel right  Saturday she called here 26 times (Oh, you counted?) You kept telling me not to worry (Don't worry 'bout it) Wanna believe that you're telling the truth (So don't doubt it) But if you are lying to me  You're leaving tonight Out of my life Everyone said you ain't no good Then you prove them right You're leaving tonight It's over and done Ain't no sense in trying to wait 'Til the morning comes (You're leaving tonight)  Baby now hold up Let's just settle down 'Cause there's a perfect explanation To this situation That we're going through I swear I don't know that girl But I seen her 'round And she's expressed how much she want it But baby I'm not lonely All of me is for all of you  Said I got a girl like a thousand times (So you counted) She kept telling me not to worry (Don't worry bout it) Please believe I'm telling the truth (I really doubt it) Really wish you would believe in me  I'm not leaving tonight Girl you're my life All of your friends think I'm no good Please don't prove them right I'm not leaving tonight Its over and done Let's leave this alone, and let's make love 'Til the morning come (Not leaving tonight)  Oh I won't deny That everything in my body Wants to know that you're the one (So what's the problem girl?) See I can't take this serious When you're just having fun (No, I'm not just having fun) Steady running around making a fool of me (Baby girl you can't listen to everyone I'm your man, trust in me Don't let them interfere with us being happy)  (Love me girl) I love you, that's a fact (Say that you love me baby) But I'll be dammed if I'm gonna let you up and disrespect who's been there from the start (You not gonna disrespect my heart) You claim to not know (not know that girl) But her name and number is in your phone She even got a ringtone You care to explain that part?  Saturday she called here 26 times (Oh, you counted?) You kept telling me not to worry (Don't worry 'bout it) Wanna believe that you're telling the truth (So don't doubt it) But if you are lying to me  I'm not leaving tonight Girl you're my life (Everyone said you ain't no good And you prove them right) I'm not leaving tonight (It's over and done) Just leave us alone and let's make love 'Til the morning come Not leaving tonight  Said I just need you to trust me, baby (I wanna trust you) Not leaving tonight",583
7047,7047,Ne-Yo,pop,Miss Right,"Hello, Good Evening  Came in here to shut the world out Nothing to get into, nothing to be about Just grab a little bite Quiet little night By no means looking for Miss Right But hello, good evening  Clearly she was out with her girls alone (that I could tell) Beautiful with barely any makeup on (so natural) Kind that make you wanna put the games away Thinkin' 'bout the future, but first I'll say Hello, good evening  Oh Miss Right (Miss Right) What are you doing here? Oh Miss Right, wasn't expecting you tonight Oh Miss Right (Miss Right) How 'bout we disappear? Said, if you got no plans, maybe if you got time Come and be the rest of my life Oh Miss Right  Well ain't it amazin' Spend forever lookin' all the time wastin' Soon as I throw my hands up And say I quit Turn the corner and there my future sits Hello, good evening  Clearly she was out with her girls alone (that I could tell) Beautiful with barely any makeup on (so natural) Kind that make you wanna put the games away Thinkin' 'bout the future, but first I'll say Hello, good evening  Oh Miss Right (Miss Right) What are you doing here? Oh Miss Right, wasn't expecting you tonight Oh Miss Right (Miss Right) How 'bout we disappear? Said, if you got no plans, maybe if you got time Come and be the rest of my life Oh Miss Right  Please forgive me, if I'm forward But this chance won't pass me by Cause see I'm looking at forever And it's the most beautiful thing i've seen in my life Oh Miss Right  Oh Miss Right (Miss Right) What are you doing here? Oh Miss Right, wasn't expecting you tonight Oh Miss Right (Miss Right) How 'bout we disappear? Said, if you got no plans, maybe if you got time Come and be the rest of my life Oh Miss Right",328
7048,7048,Ne-Yo,pop,So You Can Cry,"Mmm, so it's over He's with someone else and you know her And you just can't get any lower You sit in the dark alone And won't answer your phone Well, I'm sorry I won't attend your pity party I'd rather go have calamari And maybe a drink, and yes I think You should come with me  Life isn't long There will be pain, but life goes on With every day, a brand new song But if you'd rather stay at home Let me do you a favor  I'll ask the sun to shine Away from you today So you can cry If that's what you want, alright I'll ask the clouds to bring The rain for you today So you can cry If that's what you want, alright Mmm, if that's what you want, alright Mmm  I'm a lover And the pain of a heart from another Can be difficult to recover Yes, this I know But difficult isn't impossible And you shiver (shiver) He was your warmth, you cry, lips quiver (quiver) Well honey, go on and cry me a river You wanna be down? (wanna be down) Well then fine, let me help you out How 'bout  I'll ask the sun to shine Away from you today So you can cry (oh no, ooh) If that's what you want, alright And I'll ask the clouds to bring The rain for you today So you can cry If that's what you want, alright Mmm, if that's what you want, alright Said if that's what you want, alright  And your tears won't bring him back I know you wish that it did But it just don't work like that Ooh, I know that healing takes take time Hey! Even your heart has a pace, ooh But, how much time are you gonna take? Mmm, too much would be a mistake Whoa-ooh-ooh-ooh!  I'll ask the sun to shine Away from you today So you can cry If that's what you want, alright I'll ask the clouds to bring The rain for you today So you can cry So you can cry, yeah-eah-eah-eah If that's what you want, alright  I'll ask the sun to shine Away from you today So you can cry If that's what you want, alright",378
7049,7049,Ne-Yo,pop,All She Wants,"I believe that ""too good to be true"" is normally reality, yeah So when she said she's not impressed by paper Of course I did not believe, no So I bought clothes and jewelry Showered her with riches so she'd stay with me, mmm Only for her to tell me what she really wants is my time quality, mmm She said  Don't want your money, all I want is you She said, that bag is pretty, but all I want is you She said, now don't get me wrong, I love clothes and shoes But if I had to choose, all I want is you (She said all I want is you, whoa, whoa, whoa)  I'm an entertainer and I meet a lot of women, that is true And one thing that I've learn is that women lie a lot better than we do Than we do, they do I told myself she's just telling me what I wanna hear I assumed But every time I substitute, time with money, she would sing this tune, this tune  Don't want your money, all I want is you She said, that bag is pretty, but all I want is you She said, now don't get me wrong, I love clothes and shoes But if I had to choose, all I want is you  Loose it all today, she gon' be here tomorrow And the day after that Matter fact, get the rubber band (why) Cause she know I'm gonna bounce back She like the life, but she foreign Bout that life, she just know it Top down in the coupe, bonnie and clyde Till the wheels fall off, bonnie gonn ride Kick back, we just chop it up, she said she on her way, ain't no popping up (nah) Fine as she wanna be, she got a bindess mind Bad as she wanna be, she got a bindess crime Like planning for the future, like to think ahead Got me planning for my future, thanks to her head Independent like working for her own Yeah, so I know it can't be that depressed  Bought you a bag, don't nobody have Send you on a trip somewhere, though I can't be there with you Send all that I want babe, let me get you these diamonds brand new shoes To make up for the fact that I'm not with you What you say boo, what you say?  Don't want your money, all I want is you She said, that bag is pretty, but all I want is you She said, now don't get me wrong, I love clothes and shoes But if I had to choose, all I want is you She said all I want is you, whoa, whoa, whoa",458
7050,7050,Ne-Yo,pop,Ocean Sure,"Yeah, yeah-ah, yeah-ah  Sometimes our love is clear horizons But sometimes I feel I'm lost at sea I'm in love so deep But I need you to guide me  My lighthouse Right next to the ocean Where I won't be insecure 'Cause you get me in a breeze When I'm feeling unsure  I wanna be ocean sure And I'm the one you adore I want you to make me sure, sure I wanna be ocean sure Why don't you love me more? I need you to love me more 'Til I’m ocean sure  Sometimes our love is clear blue waters But sometimes those waves come crashing down on me And I can't breathe I need you to rescue me  My lighthouse Right next to the ocean Where I won't be insecure 'Cause you get me in a breeze When I'm feeling unsure  I wanna be ocean sure And I'm the one you adore I want you to make me sure, sure I wanna be ocean sure Why don't you love me more? I need you to love me more 'Til I want you for sure 'Til I want you for sure  I wanna be sure I'm who you adore Can you make me sure? Ohhh, I wanna be sure I'm who you adore Can you make me sure?  I wanna be ocean sure And I'm the one you adore (And I'm the one that you adore) I want you to make me sure, sure I wanna be ocean sure Why don't you love me more? I need you to love me more I want you to be sure  'Til I'm ocean sure",272
7051,7051,Ne-Yo,pop,She Said I’m Hood Tho,"She said ""I know, I know, I know your music I prefer your old shit to your new shit That song with Pitbull, it was kinda cool But after that, you went left and I couldn't fuck with you"" Well damn, couldn't help but appreciate That she was bold enough to say this to my face She even went as far to give me her Twitter name She said, ""I tweeted you and told you the same thing"" But, she said, ""I never thought I'd meet And you cuter in real life than on TV You a celebrity You could have any girl you want What the hell you want with me?""  I told her, Baby, there is a difference Between what you really want and what you can get I can have anything, but I don't want just anything I want you, I, I, want you, yeah  I said, ""You got, you got, you got me twisted What my celebrity got to do with it? Just cause I can have don't mean I want them chicks I take quality over quantity any day, you dig?"" She said, ""I'm hood though, Ne-Yo And I know you be on your goody good though, Ne-Yo Get ratchet, yes I could, though, Ne-Yo Mess up your image, I probably would though, Ne-Yo"" I said, ""You don't scare me The word ""gentleman"" starts with ""G"""" She said, ""You a celebrity You could have any girl you want What you want with me?""  I told her, Baby, there is a difference Between what you really want and what you can get I can have anything, but I don't want just anything I want you, I, I, want you, yeah  Yeah, yeah... Now so she sat there, starin' at me like she wasn't sure Questionin' my intentions, why and what for Thinkin', ""He can have actresses, singers or models galore I work in a nail shop, every day in that bitch from 8 until 4"" Shawty's a rose that grows through the cracks in the concrete Her mother's body but her brother's knowledge of the street Kick all you beautiful lies, shawty ain't goin' for 'em She type stubborn, like her daddy, but she don't know him Got me feelin' like I ain't good enough I ain't a D-boy or a thug so I ain't hood enough Or maybe it's the other way around and shawty's self esteem is down Not good enough to wife but good enough to fuck? nah mama I'm really tryna get to know What's under your guard, and not just what's under your clothes You feel me? And don't concern yourself with status, I don't It ain't about what I can have, it's about what I want, you dig?  Baby, there is a difference Between what you really want and what you can get I can have anything, but I don't want just anything I want you, I, I, want you, yeah",491
7052,7052,Ne-Yo,pop,Everybody Loves / The Def of You,"Tammy Vanity, pretty as the ocean on a summer day, shallow as a puddle  She does it cause she loves it But so do I, so who the hell am I to judge it I still do though, it's always easier to point out somebody else's problems than face ones than you though Her drug, the life and she used me to get closer to it And I ain't no better, cause I let her do it So we both lying But she so fine So is it her problem, or mine?  She only love me when I'm on top Only time I hear from her is right around the BET awards VMA, AMAs and Billboard's Asking me what I'm nominated for Or if I'm performing She be like ""Don't forget to call me for the party"" Only love me when I'm hanging with celebrity friends Use me to get closer to them Chris Brown, Trey Songz or maybe even Jigga She be like ""If you going can I come with ya?"" ""And can you ask Trey if I can get a picture?"" Table hopping in the club But for some reason she always get love  Cause see you can't deny that girl is beautiful But only on the outside It's a drug And she's a damn junkie but that don't matter though Why? Cause see everybody loves the (the life, the life, the life)  Text her just to chill, random nights, no response Grammy weekend roll around She texting me like ""Sexy, what ya doing?"" When any other time it's me pursuing Concert coming, telling she looking for tickets to it Asking who I'm cool with When she need the hook up, it's me she look up Ooh and I know to her I'm just a free ride But the sex is so good that I let it slide No I'm not proud of it, I'm really not (no, no) But I cannot deny she's really hot (no, no) When she come through with all that ass she got Table hopping in the club And she do it cause she knows she'll get love  Cause see you can't deny that girl is beautiful But only on the outside It's a drug And she's a damn junkie but that don't matter though Why? Cause everybody loves the (the life, the life, the life) Uuuh uuuuuuhu uuuuuuhu  What's wrong with you man? You been fighting niggas in the club now? And over what, a bucket? (Excuse me?) Shut up, ain't nobody talking to you Yo, (Whatever) you need to check your self bruh What you catching feelings now, you know what these broads is about, get off that I'm telling you, these broads gon' be the death of you bruh Gonna be the death of you You hear me? Ne-Yo? You listening?",471
7053,7053,Ne-Yo,pop,Get Down Like That (Remix),"Ayo Ne-Yo, wassup son, what it do baby? It's your boy Ghos I need you to tell me something real quick Check the joint, I'm single, right? But you know I keep mad wizzes around me and all that You know, and I'm not one to be fresh though But I got my eye on this one chick You know what I mean? And I don't want to be bothered by them wizzes Like that, you know To have the chance to be up under my wing though You know what I mean? Lemme hear how you would handle the situation Real quick, hit me  When I'm single, it don't really matter who it is Or how many I decide to kick it with Long as she can understand how I do it I'm a man with a very healthy appetite for chicks But when I settle down, find a woman to live for Still may be a couple cuties at my door Thinking we could get down like we did before And get mad when I tell them it can't be like that no more  Girl, you know I got a girl I just don't get down like that, I don't get down like that Baby, you fine, baby you's a dime I just don't get down like that, I don't get down like that  Understand baby girl, I'm a totally new man I don't live to crush as many as I can No more, type of girl that changed my whole game plan She the one, she the one, only one that I won't sin And I know, girl I know, that you really want it bad I'd be lying if I said I wasn't tempted All the things we used to do, I kinda missed it There ain't nothing you can give that's as good as this  Girl, you know I got a girl I just don't get down like that, I don't get down like that Baby, you fine, baby you's a dime I just don't get down like that, I don't get down like that  Ayo I'm laid back on the couch, chain out Watching the rain hit the window pane, my lotto numbers came up Just last night I told my boo listen, take off your scarf Gloves and hat, I got things I gots to air out See, remember that time up in the Grand Marquis We was poppin' mad pain up in the grandpa suite And in that night we made love, the phone rang twice And uh you answered it, and you asked me who the bitch was Stephanie, I met her at the coffee shop Spare what you need, we connected from the gate, we popped I swear to God there's no other woman that made me feel what I feel See what I see, this girl brought chills to me Uh, and the thought of losing you yo is killing me Your baby's father be hogging, getting all my time You see I love you yp, you my nigga for life But if it wasn't for Scrams, word to my momma, you would probably be my wife  Baby, all I can say is I'm sorry Since I've found me my baby Thinking about cheating would be crazy I don't get down Baby, all I can say is I'm sorry Since I've found me my baby Thinking about cheating would be crazy And I don't get down  Girl, you know I got a girl I just don't get down like that, I don't get down like that Baby, you fine, baby you's a dime I just don't get down like that, I don't get down like that Girl, you know I got a girl I just don't get down like that, I don't get down like that Baby, you fine, baby you's a dime I just don't get down like that, I don't get down like that",657
7054,7054,Ne-Yo,pop,1 More Shot,"Said I can feel it comin' on My face is numb And I completely say this without slurrin' all night long Said I think I'm done but I'd take one more if you pourin' up And you look just like me (ooh, woo) Smilin' for nothin', you sippin' somethin', girl, I can tell Say I don't know what this gon' be But I'm here for a good time and the bottom line, is just right here  I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' I like you I like the fact that you like to Do the things that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the things that I like to do You gon' have one more shot to tell me somethin', girl  I'm, gon' say it, say it again I'm gon' say it again, girl Say it, say it, say it again I'm gon' say it again, ayy  Baby, I know what your song is (I know what your song is) When the DJ playin' it, you be in your moment (you be in your moment) Put it on me, baby, watchin' you whinin' your hips Wonderin' if, you're goin' home or comin' with me after this, woo And you look just like me, mmm You got your eyes closed, we dancin' so slow just like that Said I don't know what this gon' be But if you're here for a good time and that's the bottom line, sing this here  I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin', girl I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin' Girl, I like you I like the fact that you like to Do the thing that I like to do You gon' have one more shot to tell me somethin', girl",552
7055,7055,Ne-Yo,pop,Pinky Ring,"I flew thirty to Paris, that's my version of therapy Giving dough with no condition, like donating to charities Still callin' my ex, man that shit is embarrassing But it's not my fault, she got that fire no kerosene Mind gone, top down on a coupe (Skrr) I'm so sick of love songs, I just caught the flu Even when I don't do no wrong, she think I do So I'm just 'bout to turn what she think into the truth  You know I'm a singer, I can write a banger And I'm dressed to kill, it's murder fresh off the hanger I know that you know I got the bag to blow You better hope I don't go savage mode I feel like I'm back from retirement I feel like I'm better than I've ever been Right back on the scene like it ain't a thing She gave back the wedding ring, I turned it into a pinky ring  Back single and I'm mingling (Back single) Spidey sense, back tingling (Back tingling) I do not feel bad I gave her everything Now it's onto better things I put that there on everything  Oh-ooh-woah-ah-ah Oh-ooh-woah-ah-ah She gave back the wedding ring, I turned it into a pinky ring Oh-ooh-woah-ah-ah Oh-ooh-woah-ah-ah She gave back the wedding ring, I turned it into a pinky ring  Big body (yeah) Clip hollies Break bricks (Break bricks) That karate Checks in, like a lobby Push weight, like a dolly She gave me the ring, I'ma take the shit Had to cut her off, she ain't making shit Back up bitch, like I'm looking through the camera Playin' with her pussy, make it flick like a channel Oh you acting nice, you must want something Tryna' play a nigga, oh you dumb dumb Train a bitch, like a trolly Cold ice (Woo), you know I'm solid  You know I'm a singer, I can write a banger And I'm dressed to kill, it's murder fresh off the hanger I know that you know I got the bag to blow You better hope I don't go savage mode I feel like I'm back from retirement I feel like I'm better than I've ever been Right back on the scene like it ain't a thing She gave back the wedding ring, I turned it into a pinky ring  Back single and I'm mingling (Back single) Spidey sense, back tingling (Back tingling) I do not feel bad I gave her everything Now it's onto better things I put that there on everything  Oh-ooh-woah-ah-ah Oh-ooh-woah-ah-ah She gave back the wedding ring, I turned it into a pinky ring Oh-ooh-woah-ah-ah Oh-ooh-woah-ah-ah She gave back the wedding ring, I turned it into a pinky ring",452
7056,7056,Ne-Yo,pop,HUMBLE. (Remix),"Heard they was missin' me Heard you were dissin' me Well, yeah, yeah Fuck with it  I remember wishin' I could sit at the Grammys with J and B and Rihanna and Chris, be part of the clique Second guess myself and all my shit like, ""Do I really fit?"" 3 Grammys later, I guess I must be pretty good at this Way, way back in school I was referred to as the weird one But they cannot deny that music when it hit their ear drums See 'fore they knew I can sing, ignored by the bad ones Suddenly they're handin' me vagina like, ""Have some"" Suddenly I'm famous, rich, I'm rich and famous folk Suddenly the world is tellin' me my music dope 10 years later, several million albums sold Catch me laughin' at these niggas like they told a joke They doin' anything to go viral Sell they soul and they dignity for likes though Tried to tell 'em if there's one thing that I know Is that they key to your survival is that you be humble  (Hol' up, hol' up, hol' up) sit down, be humble (Hol' up, hol' up, hol' up) sit down, be humble (Hol' up, hol' up, hol' up) be humble (Hol' up, hol' up, hol' up) sit down, lil' nigga be humble (Hol' up, hol' up, hol' up) hey, sit down, hey, be humble (Hol' up, hol' up, hol' up) hey, sit down, hey, be humble (Hol' up, hol' up, hol' up) hey, sit down, be humble (Hol' up, hol' up, hol' up) hey, sit down, ayy, ayy  Who is this nigga think he frontin' on Ne-Yo? Get the fuck over yourself, check your ego I didn't change, I evolved, get it right I wrote a song and it changed your whole life Year of the Gentleman, it made them pull their pants up Made them wanna dress nice, made 'em get a haircut Then I transform into somethin' more than R&B I became music and that's where they couldn't follow me This shit way too crazy, popped a urban AC You's a one trick pony, not my fallen homie Music is a mansion, much room for expansion I explore the mansion in one room, just standin' Why? I am Grey Poupon, I'm Evian, I'm high brow Been inspirin' these dudes for a while now Never said it 'cause I never thought I had to But since they talkin' shit, I'm glad to, nigga, be humble  (Hol' up, hol' up, hol' up) sit down, be humble (Hol' up, hol' up, hol' up) sit down, be humble (Hol' up, hol' up, hol' up) be humble (Hol' up, hol' up, hol' up) sit down, lil' nigga be humble (Hol' up, hol' up, hol' up) hey, sit down, hey, be humble (Hol' up, hol' up, hol' up) hey, sit down, hey, be humble (Hol' up, hol' up, hol' up) hey, sit down, be humble (Hol' up, hol' up, hol' up) hey, sit down, ayy, ayy",501
7057,7057,Ne-Yo,pop,Make It Easy,"Do you love me for me though? The real me not my fly alter-ego I know I'm never not fly But if I ever was would you still ride?  If it's early in the morning and my breath stink Would you still roll over kissin' on me like it ain't? If I didn't have millions in the bank I'm talkin' cardboard box and a fish tank Better yet a fish bowl And if the fame got old If the cameras didn't flash when I walk through If I wasn't makin' them bands when I walk through Is it where I lost you? Or is you holding me down? You never let 'em bring me down All the haters in the world right now Would you add to the stress or would you make it easy  For me to take it easy That's what I'm lookin' for, baby let me know Would you make it easy? (Easy for me to chill, easy for us to feel) Easy to take it easy That's what I'm looking for, baby let me know  Ooh girl I know what I need Sex appeal, intelligence, positive energy When the drama comes, she become serenity Lady when I need a lady, freak when I need a freak Sahwty ride like me like I ride the beat Everything 'bout her quality Might send I send her and her girls to Dubai for 'bout a week Just a little reward for, for when she hold me down Never let 'em bring me down A lot of haters in the world right now You the one that I'm lookin' for to make it easy  For me to take it easy That's what I'm lookin' for, baby let me know Would you make it easy? (Easy for me to chill, easy for us to feel) Easy to take it easy That's what I'm looking for, baby let me know  Where you at? Shawty where you at? Baby girl we got bags to pack We got trips to take if you cool with that Show me that you got my back Let me see that you got my back Then we'll get into all that Said we'll get into all that If you make it easy  For me to take it easy That's what I'm lookin' for, baby let me know Would you make it easy? (Easy for me to chill, easy for us to feel) Easy to take it easy That's what I'm looking for, baby let me know",418
7058,7058,Ne-Yo,pop,Carry On (Her Letter to Him),"Carry on, carry on I said, so you found another bed you’d rather sleep in tonight I said, so I gotta lose for what you think is a win tonight Said, some night is the night that you won't answer your phone I said, soundtrack of the sin, be the sound of my ringtone As I call you all night long  Well, go on and carry on, go on and carry on I said do you, cause I’m through Hold on, I won’t so carry on  So you found another reason to go do what you do I said, well I ran out of reasons to sit here waiting on you I said, you showed me now exactly what you want, what you want Now learn that you’re exactly what I don’t Too much for too long  Well, go on and carry on, go on and carry on I said do you, cause I’m through Hold on, I won’t so carry on Cause you don’t want it, and I don’t need it Better use for my time, so carry on Cause you don’t want it, said, and you don’t deserve it I’m moving along with mine  Well, go on and carry on, go on and carry on I said do you, cause I’m through Hold on, I won’t so carry on",221
